ID_Produto,Produto,Preco_Unitario,Satisfacao_Media,Material,Data_Fabricacao
P6154,Moletom Estampado Preta 6154,148.1,4.7,Algodão/Poliéster,2024-04-27
P6155,Moletom Canguru Verde 6155,64.5,4.1,Algodão/Poliéster,2022-03-10
P6156,Camiseta Slim Verde 6156,155.43,3.9,Algodão,2022-06-02
P6157,Saia Plissada Preta 6157,319.78,4.8,Poliéster,2024-09-12
P6158,Blazer Slim Amarela 6158,184.59,4.8,Poliéster,2022-06-22
P6159,Moletom Estampado Rosa 6159,129.8,4.4,Algodão/Poliéster,2024-10-16
P6160,Vestido Floral Amarela 6160,80.75,3.8,Viscose,2026-08-14
P6161,Regata Esportiva Verde 6161,277.91,5.0,Algodão,2021-06-20
P6162,Jaqueta Corta-Vento Branca 6162,239.68,4.3,Nylon,2026-03-30
P6163,Blusa Canelada Rosa 6163,96.92,4.4,Viscose,2021-12-21
P6164,Regata Canelada Amarela 6164,332.11,4.4,Algodão,2021-10-14
P6165,Blazer Casual Preta 6165,139.15,4.9,Poliéster,2025-09-22
P6166,Bermuda Cargo Verde 6166,286.86,5.0,Sarja,2022-02-27
P6167,Blazer Slim Verde 6167,284.1,4.4,Poliéster,2024-09-01
P6168,Jaqueta Puffer Amarela 6168,51.42,4.4,Poliéster,2021-08-09
P6169,Jaqueta Bomber Preta 6169,110.88,3.7,Poliéster,2021-06-29
P6170,Conjunto Moletom Verde 6170,169.13,3.5,Algodão/Poliéster,2022-02-21
P6171,Camiseta Oversized Bege 6171,344.62,3.6,Algodão,2023-12-14
P6172,Regata Básica Azul 6172,399.89,5.0,Algodão,2022-08-24
P6173,Jaqueta Bomber Preta 6173,105.63,3.8,Poliéster,2022-04-08
P6174,Regata Básica Bege 6174,249.57,4.3,Algodão,2025-09-30
P6175,Camiseta Polo Cinza 6175,392.26,4.7,Algodão,2021-12-27
P6176,Camisa Flanela Rosa 6176,76.14,4.5,Algodão,2021-07-16
P6177,Jaqueta Bomber Cinza 6177,42.88,4.6,Poliéster,2021-08-17
P6178,Blusa Manga Longa Branca 6178,341.26,4.0,Viscose,2025-12-31
P6179,Blusa Manga Longa Marrom 6179,341.78,4.5,Viscose,2023-09-12
P6180,Moletom Com Capuz Rosa 6180,291.5,3.9,Algodão/Poliéster,2026-07-04
P6181,Saia Midi Preta 6181,83.1,3.6,Poliéster,2025-07-29
P6182,Conjunto Esportivo Branca 6182,65.1,4.7,Poliéster,2022-08-06
P6183,Blazer Casual Marrom 6183,359.08,4.1,Poliéster,2025-06-24
P6184,Camiseta Slim Branca 6184,83.51,4.0,Algodão,2023-08-02
P6185,Camiseta Básica Marrom 6185,214.65,4.1,Algodão,2024-03-04
P6186,Jaqueta Bomber Verde 6186,118.28,4.7,Poliéster,2024-01-01
P6187,Moletom Básico Rosa 6187,172.63,4.2,Algodão/Poliéster,2025-04-18
P6188,Conjunto Moletom Cinza 6188,157.1,4.7,Algodão/Poliéster,2022-03-02
P6189,Vestido Casual Azul 6189,120.29,4.5,Viscose,2021-05-03
P6190,Blusa Manga Longa Marrom 6190,127.07,5.0,Viscose,2025-02-22
P6191,Jaqueta Jeans Branca 6191,198.52,4.2,Denim,2026-05-28
P6192,Regata Esportiva Marrom 6192,306.8,4.1,Algodão,2024-04-15
P6193,Saia Jeans Amarela 6193,365.84,4.2,Poliéster,2021-09-01
P6194,Conjunto Esportivo Amarela 6194,187.44,4.3,Poliéster,2021-08-21
P6195,Blazer Slim Marrom 6195,331.89,4.0,Poliéster,2024-02-01
P6196,Regata Básica Marrom 6196,147.41,3.7,Algodão,2026-01-28
P6197,Saia Casual Cinza 6197,331.83,4.6,Poliéster,2024-06-23
P6198,Moletom Estampado Vermelha 6198,277.1,4.2,Algodão/Poliéster,2022-09-18
P6199,Bermuda Moletom Azul 6199,346.18,4.5,Sarja,2024-07-08
P6200,Camiseta Básica Bege 6200,383.9,3.7,Algodão,2021-11-20
P6201,Calça Jeans Marrom 6201,120.54,4.7,Sarja,2023-09-19
P6202,Camisa Linho Branca 6202,185.44,3.5,Algodão,2026-07-25
P6203,Jaqueta Puffer Vermelha 6203,148.42,4.6,Poliéster,2024-07-26
P6204,Regata Básica Branca 6204,235.71,4.5,Algodão,2021-08-01
P6205,Camisa Flanela Preta 6205,79.38,4.4,Algodão,2022-02-21
P6206,Bermuda Moletom Azul 6206,258.1,3.9,Sarja,2021-05-04
P6207,Conjunto Casual Cinza 6207,268.81,4.1,Algodão,2023-04-12
P6208,Saia Midi Vermelha 6208,112.9,4.2,Poliéster,2022-05-07
P6209,Bermuda Cargo Vermelha 6209,158.44,3.7,Sarja,2026-07-20
P6210,Jaqueta Puffer Amarela 6210,227.93,4.0,Poliéster,2022-10-23
P6211,Blusa Manga Longa Vermelha 6211,261.07,4.6,Viscose,2021-03-14
P6212,Blazer Casual Preta 6212,258.02,4.3,Poliéster,2023-06-17
P6213,Saia Jeans Marrom 6213,150.95,4.4,Poliéster,2025-03-06
P6214,Saia Plissada Preta 6214,252.9,4.6,Poliéster,2024-11-18
P6215,Blazer Social Vermelha 6215,308.86,4.3,Poliéster,2026-07-15
P6216,Bermuda Cargo Vermelha 6216,270.36,4.0,Sarja,2023-01-27
P6217,Jaqueta Corta-Vento Rosa 6217,329.54,4.2,Nylon,2023-12-18
P6218,Bermuda Esportiva Bege 6218,321.2,3.8,Sarja,2024-03-03
P6219,Bermuda Cargo Vermelha 6219,347.57,4.0,Sarja,2021-02-19
P6220,Bermuda Moletom Amarela 6220,243.82,4.4,Sarja,2021-01-13
P6221,Jaqueta Puffer Cinza 6221,381.44,4.6,Poliéster,2025-07-05
P6222,Regata Básica Rosa 6222,315.83,4.3,Algodão,2023-03-08
P6223,Regata Canelada Vermelha 6223,40.18,4.4,Algodão,2024-11-25
P6224,Blazer Slim Cinza 6224,282.87,4.9,Poliéster,2026-05-10
P6225,Jaqueta Jeans Preta 6225,127.39,4.2,Denim,2022-05-22
P6226,Bermuda Jeans Preta 6226,236.85,4.1,Sarja,2025-05-23
P6227,Bermuda Moletom Branca 6227,315.58,3.6,Sarja,2022-03-19
P6228,Bermuda Moletom Preta 6228,241.75,4.4,Sarja,2025-03-13
P6229,Camisa Social Rosa 6229,100.9,4.5,Algodão,2021-11-27
P6230,Jaqueta Bomber Vermelha 6230,85.25,5.0,Poliéster,2022-09-23
P6231,Blusa Básica Verde 6231,373.11,4.5,Viscose,2023-09-01
P6232,Saia Casual Rosa 6232,84.66,4.9,Poliéster,2023-10-08
P6233,Blusa Manga Longa Vermelha 6233,215.43,4.7,Viscose,2021-03-04
P6234,Bermuda Moletom Verde 6234,340.82,3.9,Sarja,2025-10-14
P6235,Vestido Longo Azul 6235,181.26,4.4,Viscose,2021-01-13
P6236,Camiseta Slim Cinza 6236,316.06,4.6,Algodão,2025-12-27
P6237,Conjunto Esportivo Marrom 6237,230.99,4.6,Poliéster,2022-03-03
P6238,Conjunto Esportivo Branca 6238,250.92,4.3,Poliéster,2025-01-10
P6239,Camisa Social Cinza 6239,349.76,4.2,Algodão,2025-01-12
P6240,Calça Jeans Vermelha 6240,378.28,4.3,Sarja,2023-08-03
P6241,Conjunto Esportivo Bege 6241,136.32,3.8,Poliéster,2024-01-17
P6242,Blazer Slim Rosa 6242,315.63,4.3,Poliéster,2021-06-01
P6243,Camisa Social Rosa 6243,190.75,4.6,Algodão,2026-02-07
P6244,Camisa Flanela Amarela 6244,58.82,4.9,Algodão,2021-09-04
P6245,Saia Casual Preta 6245,377.22,4.8,Poliéster,2024-09-23
P6246,Regata Básica Branca 6246,217.63,4.2,Algodão,2021-01-01
P6247,Calça Sarja Preta 6247,129.85,4.5,Sarja,2025-03-24
P6248,Blusa Social Preta 6248,207.95,4.2,Viscose,2023-01-14
P6249,Moletom Canguru Verde 6249,313.62,4.3,Algodão/Poliéster,2023-09-24
P6250,Vestido Floral Preta 6250,130.2,4.1,Viscose,2021-02-18
P6251,Conjunto Casual Bege 6251,135.99,4.3,Algodão,2022-03-29
P6252,Bermuda Cargo Cinza 6252,334.58,4.2,Sarja,2023-06-20
P6253,Jaqueta Corta-Vento Azul 6253,129.58,4.3,Nylon,2025-01-24
P6254,Saia Casual Preta 6254,179.29,4.6,Poliéster,2024-05-21
P6255,Bermuda Esportiva Bege 6255,330.43,3.7,Sarja,2022-06-24
P6256,Jaqueta Corta-Vento Verde 6256,305.33,4.4,Nylon,2024-05-17
P6257,Blusa Social Cinza 6257,87.55,4.3,Viscose,2022-04-07
P6258,Bermuda Esportiva Amarela 6258,324.88,4.7,Sarja,2024-02-23
P6259,Camiseta Estampada Branca 6259,270.26,4.0,Algodão,2024-01-24
P6260,Moletom Canguru Verde 6260,271.72,4.2,Algodão/Poliéster,2022-04-13
P6261,Saia Jeans Marrom 6261,134.88,2.8,Poliéster,2022-02-19
P6262,Blusa Básica Amarela 6262,54.39,4.7,Viscose,2023-12-11
P6263,Jaqueta Bomber Branca 6263,51.95,5.0,Poliéster,2024-04-29
P6264,Camiseta Slim Rosa 6264,116.04,4.2,Algodão,2026-07-21
P6265,Jaqueta Bomber Preta 6265,329.58,4.4,Poliéster,2023-10-23
P6266,Blusa Canelada Rosa 6266,64.54,4.2,Viscose,2023-07-09
P6267,Calça Cargo Cinza 6267,153.85,4.2,Sarja,2023-09-12
P6268,Moletom Básico Rosa 6268,169.58,4.6,Algodão/Poliéster,2025-12-15
P6269,Jaqueta Corta-Vento Preta 6269,116.74,4.4,Nylon,2022-09-28
P6270,Conjunto Moletom Marrom 6270,209.77,4.1,Algodão/Poliéster,2023-03-01
P6271,Calça Sarja Azul 6271,153.92,4.3,Sarja,2023-02-03
P6272,Saia Casual Azul 6272,118.38,4.6,Poliéster,2024-07-13
P6273,Conjunto Esportivo Rosa 6273,118.84,4.3,Poliéster,2024-12-18
P6274,Bermuda Cargo Vermelha 6274,329.84,4.7,Sarja,2023-09-24
P6275,Vestido Casual Azul 6275,329.63,4.4,Viscose,2022-07-01
P6276,Calça Sarja Azul 6276,210.93,4.1,Sarja,2024-11-25
P6277,Blazer Casual Bege 6277,122.55,4.9,Poliéster,2022-07-24
P6278,Camiseta Polo Branca 6278,116.79,4.3,Algodão,2026-01-31
P6279,Blusa Canelada Rosa 6279,399.89,3.8,Viscose,2024-07-15
P6280,Saia Midi Bege 6280,333.38,3.9,Poliéster,2023-07-02
P6281,Conjunto Casual Preta 6281,94.61,4.2,Algodão,2022-04-28
P6282,Moletom Estampado Branca 6282,315.58,4.3,Algodão/Poliéster,2025-04-17
P6283,Bermuda Cargo Branca 6283,270.87,4.1,Sarja,2024-06-15
P6284,Calça Sarja Vermelha 6284,123.18,4.4,Sarja,2025-12-31
P6285,Vestido Casual Bege 6285,84.75,3.7,Viscose,2025-01-02
P6286,Conjunto Casual Branca 6286,343.26,3.8,Algodão,2025-06-22
P6287,Blazer Casual Preta 6287,165.98,4.7,Poliéster,2021-07-10
P6288,Jaqueta Bomber Preta 6288,281.18,4.6,Poliéster,2021-02-20
P6289,Jaqueta Corta-Vento Rosa 6289,103.18,4.4,Nylon,2024-09-24
P6290,Bermuda Esportiva Cinza 6290,67.48,4.3,Sarja,2021-01-01
P6291,Blazer Casual Bege 6291,114.69,4.8,Poliéster,2026-01-18
P6292,Calça Jogger Vermelha 6292,170.09,4.2,Sarja,2026-01-01
P6293,Conjunto Moletom Rosa 6293,317.5,4.2,Algodão/Poliéster,2024-04-25
P6294,Blazer Casual Preta 6294,349.29,4.8,Poliéster,2025-02-17
P6295,Blazer Slim Verde 6295,124.24,3.8,Poliéster,2023-05-23
P6296,Camiseta Oversized Amarela 6296,371.84,3.6,Algodão,2026-06-06
P6297,Blazer Social Verde 6297,399.89,4.4,Poliéster,2021-03-16
P6298,Camiseta Oversized Preta 6298,199.3,5.0,Algodão,2022-08-29
P6299,Calça Jeans Vermelha 6299,346.74,4.6,Sarja,2024-12-14
P6300,Camisa Manga Curta Amarela 6300,348.9,4.0,Algodão,2025-06-19
P6301,Camiseta Polo Azul 6301,354.04,4.9,Algodão,2022-05-17
P6302,Blazer Casual Amarela 6302,202.38,4.1,Poliéster,2025-07-17
P6303,Moletom Estampado Bege 6303,134.22,4.7,Algodão/Poliéster,2023-08-12
P6304,Camisa Manga Curta Vermelha 6304,157.29,3.6,Algodão,2025-11-09
P6305,Blusa Manga Longa Cinza 6305,365.79,3.8,Viscose,2022-07-07
P6306,Camiseta Oversized Preta 6306,189.96,4.9,Algodão,2024-12-02
P6307,Blusa Social Azul 6307,216.88,4.8,Viscose,2022-03-06
P6308,Blazer Social Rosa 6308,362.32,4.0,Poliéster,2021-10-14
P6309,Vestido Casual Amarela 6309,179.26,3.9,Viscose,2024-12-30
P6310,Camiseta Polo Branca 6310,243.52,4.2,Algodão,2024-11-09
P6311,Regata Básica Rosa 6311,351.25,4.5,Algodão,2022-08-30
P6312,Conjunto Esportivo Marrom 6312,371.84,4.2,Poliéster,2024-06-04
P6313,Regata Canelada Branca 6313,257.39,3.5,Algodão,2026-05-03
P6314,Camiseta Oversized Verde 6314,254.24,4.5,Algodão,2022-11-22
P6315,Moletom Canguru Rosa 6315,159.39,4.0,Algodão/Poliéster,2023-11-05
P6316,Moletom Canguru Amarela 6316,399.89,3.8,Algodão/Poliéster,2022-03-08
P6317,Camiseta Oversized Verde 6317,128.35,3.6,Algodão,2023-12-08
P6318,Saia Casual Azul 6318,343.67,4.5,Poliéster,2026-01-06
P6319,Vestido Midi Vermelha 6319,365.44,4.6,Viscose,2024-08-08
P6320,Camiseta Estampada Azul 6320,301.68,3.6,Algodão,2021-10-21
P6321,Calça Sarja Vermelha 6321,166.39,3.7,Sarja,2025-03-13
P6322,Vestido Casual Vermelha 6322,177.43,4.3,Viscose,2023-05-24
P6323,Vestido Floral Verde 6323,214.8,5.0,Viscose,2021-02-07
P6324,Bermuda Esportiva Azul 6324,238.06,4.5,Sarja,2024-07-12
P6325,Vestido Midi Marrom 6325,343.68,4.1,Viscose,2022-09-11
P6326,Bermuda Jeans Azul 6326,291.69,4.6,Sarja,2026-07-04
P6327,Blazer Slim Bege 6327,172.05,4.5,Poliéster,2026-08-22
P6328,Jaqueta Bomber Verde 6328,307.74,4.6,Poliéster,2024-10-20
P6329,Jaqueta Jeans Vermelha 6329,133.31,4.9,Denim,2024-07-30
P6330,Moletom Com Capuz Azul 6330,60.7,3.6,Algodão/Poliéster,2022-09-23
P6331,Vestido Midi Vermelha 6331,378.57,4.3,Viscose,2021-05-27
P6332,Jaqueta Puffer Branca 6332,389.76,4.2,Poliéster,2021-05-06
P6333,Calça Jogger Rosa 6333,278.79,4.8,Sarja,2023-08-18
P6334,Camisa Flanela Branca 6334,106.08,4.2,Algodão,2022-10-20
P6335,Saia Casual Verde 6335,385.68,4.6,Poliéster,2026-06-11
P6336,Saia Casual Azul 6336,388.26,3.6,Poliéster,2022-08-29
P6337,Camiseta Slim Rosa 6337,123.49,4.4,Algodão,2022-03-21
P6338,Jaqueta Corta-Vento Verde 6338,282.56,4.4,Nylon,2025-08-22
P6339,Regata Esportiva Rosa 6339,122.23,4.8,Algodão,2025-09-26
P6340,Blazer Social Preta 6340,301.93,3.5,Poliéster,2023-02-19
P6341,Camisa Flanela Verde 6341,63.23,3.8,Algodão,2021-06-19
P6342,Camiseta Polo Preta 6342,87.57,3.7,Algodão,2021-07-23
P6343,Bermuda Moletom Rosa 6343,185.9,4.7,Sarja,2023-12-14
P6344,Calça Cargo Marrom 6344,313.55,4.8,Sarja,2025-12-05
P6345,Conjunto Moletom Azul 6345,297.95,3.2,Algodão/Poliéster,2023-03-12
P6346,Blazer Social Preta 6346,358.15,3.6,Poliéster,2021-02-07
P6347,Bermuda Cargo Azul 6347,143.2,4.5,Sarja,2023-02-15
P6348,Regata Canelada Amarela 6348,186.24,4.6,Algodão,2021-01-07
P6349,Conjunto Casual Branca 6349,371.58,4.2,Algodão,2023-05-27
P6350,Conjunto Casual Preta 6350,76.38,3.9,Algodão,2023-09-10
P6351,Blazer Slim Bege 6351,260.37,4.9,Poliéster,2025-02-21
P6352,Moletom Estampado Vermelha 6352,257.94,4.1,Algodão/Poliéster,2021-05-24
P6353,Camisa Linho Vermelha 6353,175.85,3.5,Algodão,2023-09-22
P6354,Calça Jogger Bege 6354,313.88,4.0,Sarja,2022-01-02
P6355,Blazer Slim Amarela 6355,154.6,4.7,Poliéster,2023-08-24
P6356,Blusa Manga Longa Vermelha 6356,247.08,4.6,Viscose,2026-08-01
P6357,Vestido Midi Amarela 6357,286.03,4.2,Viscose,2025-03-14
P6358,Calça Jogger Rosa 6358,131.08,3.9,Sarja,2025-10-13
P6359,Jaqueta Bomber Vermelha 6359,144.26,5.0,Poliéster,2021-03-21
P6360,Camiseta Estampada Azul 6360,73.95,3.4,Algodão,2025-04-30
P6361,Calça Sarja Cinza 6361,154.88,4.0,Sarja,2025-11-27
P6362,Conjunto Moletom Amarela 6362,77.25,3.9,Algodão/Poliéster,2024-10-19
P6363,Conjunto Casual Preta 6363,276.43,4.4,Algodão,2025-06-07
P6364,Jaqueta Puffer Marrom 6364,94.02,3.4,Poliéster,2021-04-09
P6365,Blusa Manga Longa Rosa 6365,399.89,4.2,Viscose,2025-03-09
P6366,Calça Jeans Branca 6366,360.83,4.3,Sarja,2025-09-26
P6367,Blazer Social Marrom 6367,129.48,4.2,Poliéster,2022-04-23
P6368,Camiseta Estampada Marrom 6368,216.15,4.2,Algodão,2023-09-02
P6369,Blusa Manga Longa Cinza 6369,146.38,4.2,Viscose,2023-05-25
P6370,Calça Jogger Verde 6370,48.49,5.0,Sarja,2021-07-23
P6371,Saia Casual Amarela 6371,98.85,3.6,Poliéster,2021-09-23
P6372,Bermuda Cargo Branca 6372,267.34,4.2,Sarja,2022-09-15
P6373,Moletom Canguru Verde 6373,60.88,4.1,Algodão/Poliéster,2021-08-15
P6374,Moletom Básico Bege 6374,189.88,3.5,Algodão/Poliéster,2023-11-05
P6375,Jaqueta Bomber Cinza 6375,42.34,4.5,Poliéster,2021-04-26
P6376,Saia Jeans Amarela 6376,394.42,4.0,Poliéster,2021-01-29
P6377,Vestido Casual Amarela 6377,178.59,4.1,Viscose,2024-07-25
P6378,Regata Básica Azul 6378,381.0,4.9,Algodão,2022-06-07
P6379,Blazer Social Marrom 6379,111.53,4.2,Poliéster,2023-02-22
P6380,Blusa Básica Branca 6380,399.89,4.1,Viscose,2022-11-27
P6381,Blusa Manga Longa Vermelha 6381,247.15,4.1,Viscose,2023-08-29
P6382,Vestido Midi Vermelha 6382,387.69,4.7,Viscose,2023-08-18
P6383,Camiseta Polo Verde 6383,393.18,3.8,Algodão,2021-10-03
P6384,Camiseta Oversized Azul 6384,353.86,4.5,Algodão,2021-01-05
P6385,Conjunto Casual Rosa 6385,85.0,4.4,Algodão,2023-07-06
P6386,Saia Midi Branca 6386,271.49,4.9,Poliéster,2024-03-15
P6387,Blazer Social Verde 6387,200.29,3.5,Poliéster,2025-05-10
P6388,Bermuda Cargo Rosa 6388,356.96,4.1,Sarja,2022-02-13
P6389,Calça Jogger Verde 6389,355.7,4.5,Sarja,2021-06-23
P6390,Camisa Linho Preta 6390,40.18,4.8,Algodão,2024-05-20
P6391,Calça Cargo Preta 6391,265.56,4.3,Sarja,2026-02-10
P6392,Blazer Social Bege 6392,242.12,4.8,Poliéster,2022-05-10
P6393,Jaqueta Jeans Azul 6393,208.44,4.0,Denim,2021-06-27
P6394,Saia Midi Preta 6394,90.53,4.0,Poliéster,2023-04-14
P6395,Moletom Com Capuz Cinza 6395,201.06,3.9,Algodão/Poliéster,2024-03-06
P6396,Blazer Slim Preta 6396,91.07,4.2,Poliéster,2024-07-14
P6397,Camiseta Slim Preta 6397,148.65,4.0,Algodão,2021-08-22
P6398,Vestido Longo Azul 6398,181.77,4.3,Viscose,2024-09-20
P6399,Calça Jogger Verde 6399,238.2,4.8,Sarja,2022-12-12
P6400,Saia Casual Marrom 6400,169.4,4.1,Poliéster,2021-03-05
P6401,Camiseta Slim Verde 6401,349.32,4.8,Algodão,2026-03-24
P6402,Camisa Social Preta 6402,306.85,3.8,Algodão,2024-01-13
P6403,Jaqueta Jeans Bege 6403,51.64,3.6,Denim,2022-09-24
P6404,Conjunto Esportivo Rosa 6404,40.93,3.4,Poliéster,2025-08-17
P6405,Blusa Canelada Preta 6405,359.5,4.2,Viscose,2025-07-08
P6406,Camiseta Básica Branca 6406,309.16,4.6,Algodão,2022-03-04
P6407,Vestido Longo Azul 6407,167.95,4.6,Viscose,2026-06-11
P6408,Moletom Básico Azul 6408,395.67,4.8,Algodão/Poliéster,2024-01-06
P6409,Blusa Básica Azul 6409,54.88,4.4,Viscose,2022-06-27
P6410,Jaqueta Puffer Branca 6410,40.18,4.0,Poliéster,2023-07-16
P6411,Regata Esportiva Cinza 6411,273.16,4.5,Algodão,2022-01-24
P6412,Conjunto Esportivo Verde 6412,223.02,4.8,Poliéster,2025-10-25
P6413,Camiseta Slim Vermelha 6413,221.92,4.3,Algodão,2022-07-10
P6414,Blusa Básica Cinza 6414,267.39,4.0,Viscose,2023-06-27
P6415,Blazer Casual Rosa 6415,52.15,4.5,Poliéster,2021-05-22
P6416,Calça Sarja Amarela 6416,239.82,4.3,Sarja,2026-05-07
P6417,Jaqueta Corta-Vento Marrom 6417,178.88,3.9,Nylon,2022-09-19
P6418,Vestido Midi Verde 6418,107.6,3.9,Viscose,2024-09-11
P6419,Calça Cargo Cinza 6419,160.31,3.7,Sarja,2023-01-01
P6420,Camiseta Slim Azul 6420,139.59,4.0,Algodão,2024-03-07
P6421,Camiseta Oversized Azul 6421,339.54,5.0,Algodão,2024-03-05
P6422,Blusa Básica Preta 6422,301.44,5.0,Viscose,2022-08-27
P6423,Bermuda Cargo Bege 6423,215.37,4.6,Sarja,2023-06-14
P6424,Vestido Casual Verde 6424,294.97,3.4,Viscose,2024-05-19
P6425,Bermuda Jeans Branca 6425,399.89,5.0,Sarja,2022-03-26
P6426,Camisa Manga Curta Vermelha 6426,399.89,5.0,Algodão,2021-09-29
P6427,Calça Cargo Marrom 6427,345.58,4.9,Sarja,2022-01-04
P6428,Conjunto Esportivo Branca 6428,223.42,4.9,Poliéster,2023-05-12
P6429,Saia Midi Verde 6429,261.47,4.3,Poliéster,2022-03-19
P6430,Saia Jeans Rosa 6430,240.29,4.4,Poliéster,2022-08-12
P6431,Camiseta Oversized Rosa 6431,144.71,3.9,Algodão,2024-11-19
P6432,Calça Cargo Bege 6432,263.78,4.4,Sarja,2024-10-18
P6433,Moletom Estampado Amarela 6433,327.04,3.9,Algodão/Poliéster,2026-05-07
P6434,Vestido Floral Rosa 6434,88.99,4.5,Viscose,2025-04-30
P6435,Saia Jeans Amarela 6435,365.19,4.1,Poliéster,2023-05-29
P6436,Blusa Básica Branca 6436,381.46,4.2,Viscose,2026-04-06
P6437,Moletom Canguru Bege 6437,291.47,4.3,Algodão/Poliéster,2026-03-21
P6438,Moletom Canguru Bege 6438,198.06,4.5,Algodão/Poliéster,2022-04-05
P6439,Blazer Casual Marrom 6439,277.02,3.4,Poliéster,2021-12-21
P6440,Bermuda Cargo Vermelha 6440,379.31,4.8,Sarja,2026-01-05
P6441,Camiseta Polo Bege 6441,311.54,4.1,Algodão,2026-01-17
P6442,Regata Básica Bege 6442,241.37,4.0,Algodão,2025-10-17
P6443,Camisa Manga Curta Cinza 6443,323.08,3.7,Algodão,2023-08-11
P6444,Conjunto Esportivo Verde 6444,371.52,4.2,Poliéster,2025-11-20
P6445,Conjunto Casual Vermelha 6445,356.42,3.9,Algodão,2025-05-11
P6446,Regata Esportiva Preta 6446,107.25,4.5,Algodão,2025-03-13
P6447,Blusa Básica Amarela 6447,105.38,4.2,Viscose,2024-05-30
P6448,Regata Canelada Branca 6448,84.42,4.9,Algodão,2022-07-08
P6449,Camisa Linho Vermelha 6449,167.15,3.5,Algodão,2025-03-26
P6450,Moletom Estampado Amarela 6450,341.24,3.8,Algodão/Poliéster,2025-12-22
P6451,Bermuda Cargo Rosa 6451,220.13,4.5,Sarja,2026-01-04
P6452,Jaqueta Jeans Azul 6452,76.73,4.3,Denim,2024-05-25
P6453,Camiseta Slim Cinza 6453,206.63,4.0,Algodão,2021-03-23
P6454,Camisa Manga Curta Amarela 6454,216.66,4.8,Algodão,2025-03-13
P6455,Jaqueta Puffer Bege 6455,277.65,3.9,Poliéster,2022-06-09
P6456,Calça Jeans Cinza 6456,359.15,4.7,Sarja,2022-03-01
P6457,Calça Social Azul 6457,183.2,5.0,Sarja,2021-06-12
P6458,Conjunto Esportivo Amarela 6458,189.38,4.2,Poliéster,2021-11-22
P6459,Blusa Básica Verde 6459,225.38,4.3,Viscose,2023-10-11
P6460,Bermuda Cargo Preta 6460,323.34,4.9,Sarja,2022-07-27
P6461,Conjunto Casual Bege 6461,362.49,4.1,Algodão,2023-03-01
P6462,Saia Casual Preta 6462,150.35,4.8,Poliéster,2023-11-25
P6463,Blusa Social Marrom 6463,236.41,3.2,Viscose,2023-12-27
P6464,Jaqueta Corta-Vento Vermelha 6464,185.79,3.5,Nylon,2023-05-12
P6465,Jaqueta Corta-Vento Azul 6465,321.18,3.7,Nylon,2023-07-27
P6466,Blazer Casual Preta 6466,399.89,4.8,Poliéster,2026-01-11
P6467,Blazer Social Rosa 6467,348.1,4.1,Poliéster,2022-08-09
P6468,Regata Básica Bege 6468,358.35,3.0,Algodão,2021-01-27
P6469,Camiseta Polo Marrom 6469,43.92,4.6,Algodão,2025-07-14
P6470,Blazer Casual Bege 6470,192.02,4.2,Poliéster,2021-06-15
P6471,Jaqueta Puffer Bege 6471,317.33,4.1,Poliéster,2025-05-22
P6472,Calça Jeans Amarela 6472,399.89,4.3,Sarja,2022-11-05
P6473,Saia Jeans Bege 6473,322.63,3.8,Poliéster,2025-10-07
P6474,Moletom Canguru Verde 6474,179.04,3.9,Algodão/Poliéster,2021-12-14
P6475,Vestido Midi Vermelha 6475,339.46,4.1,Viscose,2021-12-07
P6476,Saia Plissada Bege 6476,75.43,4.3,Poliéster,2023-04-22
P6477,Blusa Básica Vermelha 6477,384.79,4.6,Viscose,2023-05-17
P6478,Camisa Manga Curta Rosa 6478,41.11,4.0,Algodão,2025-01-24
P6479,Calça Social Rosa 6479,166.28,4.1,Sarja,2024-09-01
P6480,Calça Jogger Branca 6480,399.89,4.5,Sarja,2026-08-18
P6481,Vestido Longo Rosa 6481,171.87,3.9,Viscose,2024-11-02
P6482,Camisa Flanela Preta 6482,90.0,4.3,Algodão,2022-02-23
P6483,Conjunto Moletom Marrom 6483,152.5,4.2,Algodão/Poliéster,2021-07-03
P6484,Saia Midi Vermelha 6484,290.43,4.9,Poliéster,2022-07-05
P6485,Saia Midi Verde 6485,281.37,4.1,Poliéster,2026-07-28
P6486,Moletom Canguru Bege 6486,141.94,4.8,Algodão/Poliéster,2025-05-10
P6487,Bermuda Jeans Bege 6487,193.42,3.9,Sarja,2025-03-14
P6488,Jaqueta Corta-Vento Amarela 6488,340.94,4.1,Nylon,2022-07-17
P6489,Saia Plissada Bege 6489,134.71,5.0,Poliéster,2023-08-28
P6490,Camiseta Slim Rosa 6490,399.89,3.4,Algodão,2024-12-27
P6491,Blazer Casual Preta 6491,358.11,4.5,Poliéster,2026-05-14
P6492,Camiseta Slim Azul 6492,86.55,3.7,Algodão,2024-04-22
P6493,Conjunto Moletom Preta 6493,344.45,4.3,Algodão/Poliéster,2021-02-14
P6494,Blusa Manga Longa Cinza 6494,192.7,4.0,Viscose,2025-11-04
P6495,Regata Esportiva Rosa 6495,53.31,4.1,Algodão,2026-04-16
P6496,Vestido Longo Preta 6496,314.99,3.7,Viscose,2021-03-10
P6497,Camisa Linho Rosa 6497,248.28,4.6,Algodão,2023-03-23
